chr	gene	start	end	transcript	strand	cancerGene	geneColor
17	HP09025	77681075	77686081	NR_109783	+	no	black
17	ENPP7	77704865	77716021	NM_178543	+	no	black
17	CBX2	77751977	77761449	NM_032647|NM_005189	+	no	black
17	CBX8	77768176	77770915	NM_020649	-	no	black
17	CBX4	77806955	77813213	NM_003655	-	no	black
17	LOC101928766	77889051	77900524	NR_110850	-	no	black
17	LOC101928738	77893156	77897803	NR_110851	+	no	black
17	TBC1D16	77906142	78009657	NM_001271844|NM_001271845|NM_019020|NM_001271846	-	no	black
17	CCDC40	78010431	78074412	NM_001243342|NM_017950	+	no	black
17	GAA	78075355	78093679	NM_000152|NM_001079803|NM_001079804	+	no	black
17	EIF4A3	78109013	78120982	NM_014740	-	no	black
17	CARD14	78143791	78183130	NR_047566|NM_001257970|NM_024110|NM_052819	+	no	black
17	SGSH	78183079	78194199	NM_000199	-	no	black
17	SLC26A11	78194200	78227308	NM_001166348|NM_001166349|NM_001166347|NM_173626	+	no	black
17	RNF213	78234660	78372581	NM_020954|NM_001256071	+	yes	red4
17	LOC100294362	78325631	78388968	NR_029376	-	no	black
17	ENDOV	78388967	78411884	NM_001164638|NM_001164637|NM_173627	+	no	black
17	MIR4730	78393218	78393293	NR_039883	+	no	black
17	NPTX1	78440633	78450404	NM_002522	-	no	black
17	RPTOR	78518625	78940173	NM_001163034|NM_020761	+	no	black
17	LOC101928855	78775440	78779432	NR_110852	-	no	black
17	CHMP6	78965641	78973933	NM_024591	+	no	black
17	BAIAP2-AS1	79002933	79008519	NR_026857	-	no	black
17	BAIAP2	79008947	79091232	NM_017450|NM_017451|NM_001144888|NM_006340	+	no	black
17	AATK	79091096	79139872	NM_004920|NM_001080395	-	no	black
17	MIR657	79099076	79099173	NR_030394	-	no	black
17	MIR3065	79099677	79099755	NR_036151	+	no	black
17	MIR338	79099683	79099749	NR_029897	-	no	black
17	MIR1250	79106996	79107108	NR_031652	-	no	black
17	AATK-AS1	79139307	79156964	NR_027255	+	no	black
17	CEP131	79163393	79196751	NM_014984|NM_001009811	-	no	black
17	ENTHD2	79202077	79212891	NM_144679	-	no	black
17	C17orf89	79213111	79215098	NM_001086521	+	no	black
17	SLC38A10	79218611	79269139	NM_001037984|NM_138570	-	no	black
17	LINC00482	79276624	79283048	NR_038080	-	no	black
17	TMEM105	79285072	79304474	NM_178520	-	no	black
17	LOC100130370	79349699	79359160	NM_001272086	-	no	black
17	BAHCC1	79373521	79433358	NM_001291324	+	no	black
17	MIR4740	79374516	79374578	NR_039894	-	no	black
17	MIR3186	79418130	79418214	NR_036152	-	no	black
17	ACTG1	79476997	79479892	NM_001199954|NM_001614|NR_037688	-	no	black
17	FSCN2	79495417	79504156	NM_012418|NM_001077182	+	no	black
17	C17orf70	79506911	79519429	NM_025161|NR_033338	-	no	black
17	NPLOC4	79523911	79604179	NR_130140|NR_130139|NM_017921	-	no	black
17	TSPAN10	79604197	79615785	NM_001290212|NM_031945|NR_110866	+	no	black
17	PDE6G	79617489	79623607	NM_002602|NR_026872	-	no	black
17	OXLD1	79632066	79633618	NM_001039842	-	no	black
17	CCDC137	79633761	79640936	NM_199287	+	no	black
17	ARL16	79648224	79650954	NM_001040025	-	no	black
17	HGS	79650962	79669151	NM_004712	+	no	black
17	MIR6786	79660787	79660899	NR_106844	+	no	black
17	MRPL12	79670400	79674556	NM_002949	+	no	black
17	SLC25A10	79679266	79688046	NM_012140|NM_001270953|NM_001270888	+	no	black
17	GCGR	79762008	79771889	NM_000160	+	no	black
17	FAM195B	79780237	79791170	NM_001093767|NM_207368|NM_001288799|NM_001288798	-	no	black
17	PPP1R27	79791368	79792926	NM_001007533	-	no	black
17	P4HB	79801034	79818544	NM_000918	-	no	black
17	ARHGDIA	79825595	79829282	NM_001301241|NM_001185077|NM_001185078|NM_001301240|NM_001301243|NM_004309|NR_125441|NM_001301242	-	no	black
17	ALYREF	79845711	79849462	NM_005782	-	no	black
17	ANAPC11	79848666	79858409	NM_001289414|NM_001289417|NM_001002245|NM_001002246|NM_001002247|NM_001002248|NM_016476|NM_001002244|NM_001289415|NM_001289419|NM_001289418|NM_001289416|NM_001289420|NM_001002249	+	no	black
17	NPB	79860072	79860781	NM_148896	+	no	black
17	PCYT2	79860777	79869353	NM_001282203|NM_001282204|NM_001256435|NM_001184917|NM_002861|NM_001256434|NM_001256433	-	no	black
17	SIRT7	79869815	79876058	NM_016538	-	no	black
17	MAFG	79876145	79885587	NM_032711|NM_002359	-	no	black
17	MAFG-AS1	79885705	79888629	NR_015454	+	no	black
17	PYCR1	79890262	79895204	NM_001282281|NM_006907|NM_153824|NM_001282280|NM_001282279	-	no	black
17	MYADML2	79897521	79905109	NM_001145113	-	no	black
17	NOTUM	79910383	79919057	NM_178493	-	no	black
17	ASPSCR1	79935426	79975282	NM_024083|NM_001251888|NR_045351	+	yes	red4
17	STRA13	79976579	79980785	NM_144998|NM_001271007|NM_001271006	-	no	black
17	LRRC45	79981178	79989027	NM_144999	+	no	black
17	RAC3	79989532	79992080	NM_005052	+	no	black
17	DCXR	79993757	79995573	NM_016286|NM_001195218	-	no	black
17	RFNG	80005778	80009650	NM_002917	-	no	black
17	GPS1	80009763	80015346	NM_004127|NM_212492	+	no	black
17	DUS1L	80015748	80023697	NM_022156	-	no	black
17	FASN	80036214	80056106	NM_004104	-	no	black
17	CCDC57	80059346	80170689	NM_198082	-	no	black
17	SLC16A3	80186282	80197375	NM_001042422|NM_001206950|NM_004207|NM_001042423|NM_001206951|NM_001206952	+	no	black
17	MIR6787	80194544	80194604	NR_106845	+	no	black
17	CSNK1D	80200537	80231618	NM_001893|NM_139062|NR_110578	-	no	black
17	CD7	80272746	80275480	NM_006137	-	no	black
17	SECTM1	80278900	80291921	NM_003004	-	no	black
17	TEX19	80317123	80321652	NM_207459	+	no	black
17	UTS2R	80332153	80333462	NM_018949	+	no	black
17	OGFOD3	80347086	80376513	NR_033265|NM_175902|NM_024648	-	no	black
17	HEXDC	80376252	80400516	NM_173620	+	no	black
17	C17orf62	80400463	80408707	NM_001193655|NM_001193657|NM_001193654|NM_001193653|NR_036517|NR_036516|NR_036514|NR_036518|NM_001100407|NM_001033046|NM_001100408|NR_036519	-	no	black
17	NARF	80416060	80446143	NM_001038618|NM_031968|NM_001083608|NM_012336	+	no	black
17	FOXK2	80477594	80562483	NM_004514	+	no	black
17	WDR45B	80572438	80606411	NM_019613	-	no	black
17	RAB40B	80614943	80656598	NM_006822	-	no	black
17	MIR4525	80626109	80626183	NR_039751	-	no	black
17	FN3KRP	80674582	80685893	NR_046408|NM_024619	+	no	black
17	FN3K	80693452	80709073	NM_022158	+	no	black
17	TBCD	80709940	80901062	NM_005993	+	no	black
17	ZNF750	80787310	80797931	NM_024702	-	no	black
17	B3GNTL1	80901667	81009686	NM_001009905	-	no	black
17	METRNL	81037567	81052871	NM_001004431	+	no	black
17	FLJ43681	81174666	81188573	NR_029406	+	no	black
18	LOC102723376	12075	15930	NR_110795	+	no	black
18	ROCK1P1	109065	122222	NR_033770	+	no	black
18	MIR8078	112256	112339	NR_107045	-	no	black
18	USP14	158483	213739	NM_005151|NM_001037334	+	no	black
18	THOC1	214520	268059	NM_005131	-	no	black
18	COLEC12	319355	500729	NM_130386	-	no	black
18	CETN1	580343	582020	NM_004066	+	no	black
18	CLUL1	596998	650293	NM_014410|NM_001289036|NM_199167	+	no	black
18	TYMSOS	649620	658340	NM_001012716	-	no	black
18	TYMS	657604	673499	NM_001071	+	no	black
18	ENOSF1	670324	712662	NM_202758|NM_017512|NM_001126123	-	no	black
18	YES1	721592	812327	NM_005433	-	no	black
18	ADCYAP1	904944	912173	NM_001099733|NM_001117	+	no	black
18	LINC00470	1268312	1359630	NR_023925|NR_023927|NR_023926|NR_110327	-	no	black
18	METTL4	2537524	2571489	NM_022840	-	no	black
18	NDC80	2571510	2616634	NM_006101	+	no	black
18	CBX3P2	2652169	2655394	NR_033754	-	no	black
18	SMCHD1	2655886	2805015	NM_015295	+	no	black
18	EMILIN2	2847028	2914090	NM_032048	+	no	black
18	LPIN2	2916992	3011945	NM_014646	-	no	black
18	LOC727896	2943213	2946621	NR_026659	-	no	black
18	MYOM1	3066805	3220106	NM_019856|NM_003803	-	no	black
18	MYL12A	3247480	3256235	NM_001303048|NM_001303047|NM_006471|NM_001303049	+	no	black
18	LOC104968399	3255434	3262357	NR_130145|NR_130143|NR_130144	-	no	black
18	MYL12B	3262111	3278282	NM_033546|NM_001144944|NM_001144945	+	no	black
18	TGIF1	3411925	3458406	NM_174886|NM_001278686|NM_173207|NM_001278682|NM_173209|NM_173208|NM_001278684|NM_003244|NM_173210|NM_170695|NM_173211	+	no	black
18	LINC01540	3466248	3478976	NR_110428|NR_110429	+	no	black
18	DLGAP1	3496030	4455266	NM_001242766|NM_001003809|NM_001242764|NM_001242763|NM_001242762|NM_004746|NM_001242765|NM_001242761	-	no	black
18	DLGAP1-AS1	3594112	3597377	NR_024101	+	no	black
18	DLGAP1-AS2	3603735	3610087	NR_119377	+	no	black
18	DLGAP1-AS3	3878180	3897069	NR_038895	+	no	black
18	MIR6718	3885353	3885432	NR_106776	+	no	black
18	DLGAP1-AS4	3962353	4013943	NR_102696	+	no	black
18	DLGAP1-AS5	4264602	4296000	NR_036489	+	no	black
18	C18orf42	5143672	5197255	NM_001145194	-	no	black
18	LINC00526	5236723	5238028	NR_026849	-	no	black
18	LINC00667	5238099	5246505	NR_015389	+	no	black
18	ZBTB14	5289018	5297052	NM_001243702|NM_003409|NM_001143823|NM_001243704	-	no	black
18	EPB41L3	5392380	5628990	NM_001281533|NM_012307|NM_001281534|NM_001281535	-	no	black
18	MIR3976HG	5748818	5795900	NR_038839	+	no	black
18	MIR3976	5840694	5840832	NR_039772	+	no	black
18	TMEM200C	5890184	5892103	NM_001080209	-	no	black
18	L3MBTL4	5954705	6414910	NM_173464	-	no	black
18	L3MBTL4-AS1	6256743	6260933	NR_110765	+	no	black
18	MIR4317	6374360	6374424	NR_036205	-	no	black
18	LINC01387	6511415	6590652	NR_120518	+	no	black
18	ARHGAP28	6834432	6915712	NM_001010000	+	no	black
18	LINC00668	6925473	6929868	NR_034100	-	no	black
18	LAMA1	6941743	7117813	NM_005559	-	no	black
18	LOC101927188	6954676	6957417	NR_126040	+	no	black
18	LRRC30	7231137	7232042	NM_001105581	+	no	black
18	PTPRM	7567314	8406859	NM_002845|NM_001105244	+	no	black
18	LOC100192426	8360818	8367032	NR_024419	-	no	black
18	RAB12	8609443	8639380	NM_001025300	+	no	black
18	GACAT2	8695854	8707619	NR_120598	-	no	black
18	MTCL1	8717369	8832775	NM_015210	+	no	black
18	NDUFV2	9102628	9134343	NM_021074	+	no	black
18	NDUFV2-AS1	9121263	9136718	NR_110771|NR_110772	-	no	black
18	ANKRD12	9136751	9285983	NM_015208|NM_001083625|NM_001204056	+	no	black
18	TWSG1	9334765	9402418	NM_020648	+	no	black
18	RALBP1	9475530	9538106	NM_006788	+	no	black
18	PPP4R1	9546789	9614605	NM_005134|NM_001042388|NR_052003	-	no	black
18	PPP4R1-AS1	9614805	9619361	NR_110773|NR_110774	+	no	black
18	RAB31	9708228	9862553	NM_006868	+	no	black
18	TXNDC2	9885723	9888156	NM_032243|NM_001098529	+	no	black
18	VAPA	9913955	9960018	NM_003574|NM_194434	+	no	black
18	LINC01254	10405130	10414367	NR_110775	-	no	black
18	APCDD1	10454625	10488698	NM_153000	+	no	black
18	NAPG	10525873	10552766	NM_003826	+	no	black
18	LOC101927410	10661930	10666884	NR_110777	+	no	black
18	PIEZO2	10670244	11148761	NM_022068	-	no	black
18	MIR6788	10759582	10759647	NR_106846	-	no	black
18	LINC01255	11488569	11506982	NR_110779|NR_110778	+	no	black
18	SLC35G4	11609557	11610611	NM_001282300	+	no	black
18	MIR7153	11654884	11654940	NR_106975	-	no	black
18	GNAL	11689014	11885683	NM_182978|NM_001142339|NM_001261443|NM_001261444	+	no	black
18	CHMP1B	11851389	11854448	NM_020412	+	no	black
18	MPPE1	11883472	11908796	NM_001242904|NR_040242|NM_023075|NR_040241|NR_040243	-	no	black
18	IMPA2	11981427	12030885	NM_014214	+	no	black
18	ANKRD62	12093848	12129748	NM_001277333	+	no	black
18	C18orf61	12200778	12224709	NR_049896	+	no	black
18	CIDEA	12254318	12277594	NM_001279|NR_036468	+	no	black
18	TUBB6	12307668	12329824	NM_001303524|NM_001303530|NM_001303528|NM_001303529|NM_032525|NM_001303526|NM_001303527|NM_001303525	+	no	black
18	AFG3L2	12328943	12377275	NM_006796	-	no	black
18	SLMO1	12407895	12432236	NM_006553|NM_001142405	+	no	black
18	SPIRE1	12446511	12657912	NM_001128627|NM_001128626|NM_020148	-	no	black
18	PSMG2	12658738	12725739	NM_147163|NM_020232	+	no	black
18	CEP76	12661955	12702776	NR_073537|NM_024899|NM_001271989	-	no	black
18	LOC100996324	12739485	12749421	NR_110763	-	no	black
18	PTPN2	12785477	12884334	NM_080422|NM_080423|NM_001207013|NM_002828	-	no	black
18	SEH1L	12947983	12987536	NM_031216|NM_001013437	+	no	black
18	CEP192	12991361	13125051	NM_032142	+	no	black
18	LDLRAD4	13218729	13652753	NM_181482|NM_181481|NM_001003675|NM_001003674|NM_001276249|NM_001276251	+	no	black
18	LDLRAD4-AS1	13419498	13427533	NR_040031	-	no	black
18	MIR5190	13459946	13460025	NR_049822	+	no	black
18	MIR4526	13611113	13611199	NR_039752	+	no	black
18	FAM210A	13663346	13726591	NM_152352|NM_001098801	-	no	black
18	RNMT	13726704	13764554	NM_003799	+	no	black
18	MC5R	13825543	13826861	NM_005913	+	no	black
18	MC2R	13882043	13915706	NM_000529|NM_001291911	-	no	black
18	ZNF519	14075989	14132489	NR_033354|NM_145287	-	no	black
18	ANKRD20A5P	14179096	14227049	NR_040113	+	no	black
18	CYP4F35P	14337422	14342523	NR_026756	+	no	black
18	CXADRP3	14477954	14498705	NR_024076	-	no	black
18	POTEC	14511737	14543599	NM_001137671	-	no	black
18	ANKRD30B	14748239	14852737	NM_001145029	+	no	black
18	MIR3156-2	14830165	14830241	NR_036153	+	no	black
18	LINC01443	14946266	14973755	NR_104164	+	no	black
18	LINC01444	14969606	14970467	NR_110783	-	no	black
18	LOC644669	15313555	15325918	NR_027417	-	no	black
18	ROCK1	18529703	18691812	NM_005406	-	no	black
18	GREB1L	18822203	19102791	NM_001142966	+	no	black
18	ESCO1	19109262	19180693	NM_052911	-	no	black
18	SNRPD1	19192230	19210206	NM_001291916|NM_006938	+	no	black
18	ABHD3	19230858	19284766	NM_138340	-	no	black
18	MIR320C1	19263471	19263558	NR_031565	+	no	black
18	MIB1	19321290	19450918	NM_020774	+	no	black
18	MIR133A1HG	19405440	19411367	NR_110369	-	no	black
18	MIR133A1	19405659	19405746	NR_029675	-	no	black
18	MIR1-2	19408965	19409049	NR_029662	-	no	black
18	GATA6-AS1	19746859	19748929	NR_102763	-	no	black
18	GATA6	19749398	19782491	NM_005257	+	no	black
18	CTAGE1	19993564	19997878	NM_172241	-	no	black
18	LOC101927571	20303454	20366800	NR_110782	-	no	black
18	RBBP8	20513295	20606449	NM_002894|NM_203292|NM_203291	+	no	black
18	MIR4741	20513312	20513401	NR_039895	+	no	black
18	CABLES1	20714528	20840434	NM_001256438|NR_023359|NM_001100619|NM_138375	+	no	black
18	TMEM241	20875979	21017925	NM_032933	-	no	black
18	RIOK3	21032787	21063099	NM_003831	+	no	black
18	C18orf8	21083434	21111771	NR_075076|NM_013326|NM_001276342|NR_075075	+	no	black
18	NPC1	21111463	21166581	NM_000271	-	no	black
18	ANKRD29	21179978	21242849	NM_173505	-	no	black
18	LAMA3	21269407	21535029	NM_001302996|NR_130106|NM_001127717|NM_198129|NM_000227|NM_001127718	+	no	black
18	TTC39C	21572737	21715574	NM_153211|NM_001243425|NM_001135993|NM_001292030	+	no	black
18	TTC39C-AS1	21574179	21595424	NR_110796	-	no	black
18	CABYR	21718920	21741564	NM_153770|NM_153768|NM_138643|NM_012189|NM_153769|NM_138644	+	no	black
18	OSBPL1A	21742011	21977833	NM_018030|NM_001242508|NM_080597	-	no	black
18	MIR320C2	21901650	21901699	NR_031724	+	no	black
18	IMPACT	22006609	22033494	NM_018439	+	no	black
18	HRH4	22040593	22059921	NM_001160166|NM_021624|NM_001143828	+	no	black
18	LOC729950	22208146	22242162	NR_040033	+	no	black
18	ZNF521	22641888	22932214	NM_015461	-	yes	red4
18	SS18	23596217	23670611	NM_005637|NM_001007559	-	yes	red4
18	PSMA8	23713816	23773319	NM_144662|NM_001025096|NM_001025097	+	no	black
18	TAF4B	23806847	23971649	NM_001293725|NM_005640|NR_121653	+	no	black
18	LINC01543	24002959	24018008	NR_110762	+	no	black
18	KCTD1	24034874	24237365	NM_001142730|NM_001136205|NM_001258221|NM_198991|NM_001258222	-	no	black
18	MIR8057	24171431	24171499	NR_107024	-	no	black
18	PCAT18	24267585	24283602	NR_024259	-	no	black
18	AQP4	24432008	24445716	NM_004028|NM_001650	-	no	black
18	AQP4-AS1	24445272	24515910	NR_026908	+	no	black
18	CHST9	24495595	24765302	NM_031422|NM_001256316	-	no	black
18	CDH2	25530930	25757445	NM_001792	-	no	black
18	MIR302F	27878876	27878926	NR_031684	+	no	black
18	DSC3	28569331	28622781	NM_024423|NM_001941	-	no	black
18	DSC2	28645942	28682388	NM_004949|NM_024422	-	no	black
18	DSCAS	28681551	28742752	NR_110785	+	no	black
18	DSC1	28709214	28742819	NM_004948|NM_024421	-	no	black
18	DSG1	28898052	28937393	NM_001942	+	no	black
18	DSG1-AS1	28923331	29006951	NR_110789|NR_110788	-	no	black
18	DSG4	28956740	28993880	NM_177986|NM_001134453	+	no	black
18	DSG3	29027732	29058665	NM_001944	+	no	black
18	DSG2	29078027	29128814	NM_001943	+	no	black
18	DSG2-AS1	29122109	29136874	NR_045216	-	no	black
18	TTR	29171730	29178986	NM_000371	+	no	black
18	B4GALT6	29202209	29264686	NM_004775	-	no	black
18	SLC25A52	29339659	29340843	NM_001034172	-	no	black
18	TRAPPC8	29409136	29523091	NM_014939	-	no	black
18	RNF125	29598445	29653154	NM_017831	+	no	black
18	RNF138	29671818	29711524	NM_016271|NM_001191324|NM_198128	+	no	black
18	MEP1B	29769987	29800366	NM_005925	+	no	black
18	GAREM	29843484	30050447	NM_022751|NM_001242409	-	no	black
18	WBP11P1	30091626	30094597	NR_003558	+	no	black
18	KLHL14	30252634	30352974	NM_020805	-	no	black
18	CCDC178	30517366	31020685	NM_001105528|NM_198995	-	no	black
18	ASXL3	31158541	31327399	NM_030632	+	no	black
18	NOL4	31431064	31803515	NM_001198549|NM_001282527|NM_001198547|NM_003787|NM_001198548|NM_001198546	-	no	black
18	DTNA	32073254	32471808	NM_001392|NM_001198945|NM_032979|NM_032975|NM_001128175|NM_001198939|NM_001198938|NM_001198940|NM_001198941|NM_032978|NM_001391|NM_001390|NM_001198943|NM_001198942|NM_001198944|NM_032981|NM_032980	+	no	black
18	MAPRE2	32556892	32723432	NM_001143826|NM_001143827|NM_001256420|NM_014268|NR_046177	+	no	black
18	ZNF397	32820994	32838397	NM_001135178|NM_032347	+	no	black
18	ZSCAN30	32831022	32870209	NM_001166012|NM_001112734|NM_001288711	-	no	black
18	ZNF271P	32870236	32890730	NR_024566|NR_024565	+	no	black
18	ZNF24	32912178	32924426	NM_006965	-	no	black
18	ZNF396	32946661	32957301	NM_145756	-	no	black
18	INO80C	33048291	33077955	NM_194281|NM_001098817	-	no	black
18	MIR3975	33171701	33171770	NR_039771	+	no	black
18	GALNT1	33234533	33291798	NM_020474	+	no	black
18	MIR187	33484781	33484889	NR_029616	-	no	black
18	MIR3929	33514051	33514105	NR_037497	-	no	black
18	C18orf21	33552588	33559250	NM_001201476|NM_001201475|NM_001201474|NM_031446	+	no	black
18	RPRD1A	33569787	33647557	NM_001303411|NM_001303412|NM_018170|NM_001303413	-	no	black
18	SLC39A6	33688494	33709357	NM_012319|NM_001099406	-	no	black
18	ELP2	33709837	33754688	NM_001242879|NR_040110|NM_001242876|NM_001242878|NM_001242877|NM_018255|NM_001242875	+	no	black
18	MOCOS	33767480	33848685	NM_017947	+	no	black
18	FHOD3	33877659	34360022	NM_001281740|NM_025135|NM_001281739	+	no	black
18	TPGS2	34359988	34409179	NM_001271956|NM_001271955|NM_001271951|NM_001271953|NM_015476|NM_001271949|NM_001271950|NM_001271954|NM_001271952	-	no	black
18	KIAA1328	34409080	34805288	NM_020776	+	no	black
18	CELF4	34823008	35146000	NM_001025089|NM_020180|NM_001025088|NM_001025087	-	no	black
18	MIR4318	35237098	35237178	NR_036202	+	no	black
18	LINC00669	36786888	37331959	NR_024391	-	no	black
18	MIR924	37202087	37202139	NR_030628	-	no	black
18	MIR5583-2	37256683	37256741	NR_049848	-	no	black
18	MIR5583-1	37256685	37256743	NR_049847	+	no	black
18	LINC01477	37646250	37679197	NR_110791	+	no	black
18	KC6	39060236	39100561	NR_002838	-	no	black
18	PIK3C3	39535199	39661446	NM_002647	+	no	black
18	LINC00907	39766633	40271389	NR_046458|NR_046456|NR_046457|NR_046455|NR_046454|NR_046174	+	no	black
18	RIT2	40323183	40695657	NM_001272077|NM_002930	-	no	black
18	SYT4	40847857	40857615	NM_020783	-	no	black
18	LINC01478	41903400	42111662	NR_110792	-	no	black
18	SETBP1	42260138	42648475	NM_001130110|NM_015559	+	yes	red4
18	MIR4319	42550047	42550131	NR_036203	-	no	black
18	SLC14A2	42792947	43263060	NM_001242692|NM_007163	+	no	black
18	SLC14A2-AS1	43018149	43087001	NR_110899	-	no	black
18	SLC14A1	43304092	43332485	NM_001146036|NM_001128588|NM_015865|NM_001146037	+	no	black
18	SIGLEC15	43405545	43422521	NM_213602	+	no	black
18	EPG5	43427574	43547305	NM_020964	-	no	black
18	PSTPIP2	43563502	43652250	NM_024430	-	no	black
18	ATP5A1	43664110	43684199	NM_001257335|NM_004046|NM_001257334|NM_001001935|NM_001001937	-	no	black
18	HAUS1	43684298	43708299	NM_138443|NR_026978	+	no	black
18	C18orf25	43753988	43846955	NM_145055|NM_001008239	+	no	black
18	RNF165	43914187	44040783	NR_046357|NM_152470|NM_001256758	+	no	black
18	LOXHD1	44056935	44236996	NM_001173129|NM_001145472|NM_001145473|NM_144612	-	no	black
18	ST8SIA5	44259081	44337039	NM_013305	-	no	black
18	PIAS2	44390023	44497495	NM_004671|NM_173206	-	no	black
18	KATNAL2	44526787	44628614	NM_031303	+	no	black
18	TCEB3CL	44542731	44544371	NM_001100817	-	no	black
18	TCEB3CL2	44542731	44544607	NM_001242907	-	no	black
18	TCEB3C	44554573	44556449	NM_145653	-	no	black
18	TCEB3B	44558943	44561988	NM_016427	-	no	black
18	HDHD2	44633781	44676871	NM_032124	-	no	black
18	IER3IP1	44681390	44702745	NM_016097	-	no	black
18	SKOR2	44738460	44775554	NM_001278063|NM_001037802	-	no	black
18	MIR4527	44906867	44906936	NR_039753	+	no	black
18	SMAD2	45359466	45457517	NM_005901|NM_001135937|NM_001003652	-	yes	red4
18	ZBTB7C	45553639	45663680	NM_001039360	-	no	black
18	CTIF	46065427	46389586	NM_001142397|NM_014772	+	no	black
18	MIR4743	46196971	46197039	NR_039897	+	no	black
18	SMAD7	46446223	46477081	NM_001190823|NM_001190822|NM_001190821|NM_005904	-	no	black
18	DYM	46570172	46987079	NM_017653	-	no	black
18	MIR4744	46576057	46576138	NR_039898	-	no	black
18	C18orf32	47007548	47013644	NM_001199346|NM_001035005	-	no	black
18	RPL17-C18orf32	47007548	47018935	NM_001199355|NM_001199356	-	no	black
18	MIR1539	47013743	47013792	NR_031720	+	no	black
18	RPL17	47014851	47018935	NM_001199344|NM_001199343|NM_001199342|NM_001199341|NM_000985|NM_001199345|NM_001035006|NM_001199340	-	no	black
18	SNORD58C	47015605	47015694	NR_003701	-	no	black
18	SNORD58A	47017653	47017717	NR_002571	-	no	black
18	SNORD58B	47018034	47018099	NR_002572	-	no	black
18	LIPG	47088427	47119278	NM_006033	+	no	black
18	ACAA2	47309874	47340251	NM_006111	-	no	black
18	SCARNA17	47340393	47340813	NR_003003	+	no	black
18	SNHG22	47340393	47377429	NR_117096	+	no	black
18	MYO5B	47349156	47721451	NM_001080467	-	no	black
18	MIR4320	47652869	47652933	NR_036204	-	no	black
18	CFAP53	47753563	47792865	NM_145020	-	no	black
18	MBD1	47793252	47808144	NM_001204139|NM_001204141|NM_001204143|NM_001204136|NM_015847|NM_001204142|NM_015846|NM_015845|NM_015844|NM_002384|NM_001204137|NM_001204138|NM_001204140|NM_001204151	-	no	black
18	CXXC1	47808713	47814692	NM_001101654|NM_014593	-	no	black
18	SKA1	47901392	47920538	NM_145060|NM_001039535	+	no	black
18	MAPK4	48086484	48258196	NM_002747|NM_001292040|NM_001292039	+	no	black
18	MRO	48321490	48351754	NM_031939|NM_001127176|NM_001127175|NM_001127174	-	no	black
18	ME2	48405432	48476162	NM_002396|NM_001168335	+	no	black
18	ELAC1	48494387	48514490	NM_018696	+	no	black
18	SMAD4	48556583	48611411	NM_005359	+	yes	red4
18	MEX3C	48700920	48724051	NM_016626	-	no	black
18	LOC100287225	48918412	49088839	NR_040075|NR_040074	+	no	black
18	DCC	49866542	51062273	NM_005215	+	no	black
18	MIR4528	50763471	50763560	NR_130465	+	no	black
18	LOC102724651	51094817	51124221	NR_110798	+	no	black
18	LOC101928167	51105993	51107429	NR_110800	-	no	black
18	MBD2	51677971	51751158	NM_003927|NM_015832	-	no	black
18	SNORA37	51748654	51748782	NR_002970	-	no	black
18	POLI	51795849	51824604	NM_007195	+	no	black
18	STARD6	51851062	51880943	NM_139171	-	no	black
18	C18orf54	51884287	51908405	NR_110234|NM_001288980|NM_001288981|NM_173529|NM_001288982	+	no	black
18	DYNAP	52258390	52266724	NM_173629	+	no	black
18	RAB27B	52495708	52562747	NM_004163	+	no	black
18	CCDC68	52568740	52626739	NM_001143829|NM_025214	-	no	black
18	LOC101927229	52773135	52791537	NR_110743	-	no	black
18	TCF4	52889562	53303224	NM_001243236|NM_001243235|NM_001243234|NM_001243232|NM_001243233|NM_001243231|NM_001083962|NM_003199|NM_001243230|NM_001243228|NM_001243227|NM_001243226	-	no	black
18	MIR4529	53146452	53146529	NR_039754	+	no	black
18	LOC101927273	53548919	53587430	NR_110755	-	no	black
18	LINC01539	53750587	53804767	NR_040025|NR_040026	-	no	black
18	TXNL1	54270053	54305920	NM_004786|NR_024546	-	no	black
18	WDR7	54318616	54697036	NM_052834|NM_015285	+	no	black
18	LINC-ROR	54721804	54739350	NR_048536	-	no	black
18	BOD1L2	54814293	54817639	NM_001257964	+	no	black
18	ST8SIA3	55019721	55036161	NM_015879	+	no	black
18	ONECUT2	55102917	55158530	NM_004852	+	no	black
18	FECH	55212073	55253969	NM_000140|NM_001012515	-	no	black
18	NARS	55267894	55289177	NM_004539	-	no	black
18	LOC100505549	55297534	55336508	NM_001242804	+	no	black
18	ATP8B1	55313659	55470327	NM_005603	-	no	black
18	NEDD4L	55711610	56068772	NM_015277|NM_001144967|NM_001243960|NM_001144964|NM_001144965|NM_001144968|NM_001144971|NM_001144969|NM_001144970|NM_001144966	+	no	black
18	MIR122	56118306	56118390	NR_029667	+	no	black
18	MIR3591	56118312	56118384	NR_039899	-	no	black
18	ALPK2	56148482	56296189	NM_052947	-	no	black
18	LOC101927322	56337241	56339105	NM_001289967	-	no	black
18	MALT1	56338618	56417371	NM_173844|NM_006785	+	yes	red4
18	ZNF532	56530061	56653709	NM_018181	+	no	black
18	OACYLP	56702911	56720446	NR_024021	+	no	black
18	SEC11C	56807125	56826063	NM_033280	+	no	black
18	GRP	56887400	56898002	NM_002091|NM_001012512|NM_001012513	+	no	black
18	RAX	56934267	56940625	NM_013435	-	no	black
